iter	Logloss
453	0.3155998574
454	0.3154828452
455	0.3153077601
456	0.3151638358
457	0.3149539276
458	0.3147155726
459	0.3145544101
460	0.3144127062
461	0.3142533652
462	0.3140715344
463	0.3139244725
464	0.3138161953
465	0.3136186852
466	0.3135151263
467	0.3133149194
468	0.3131743063
469	0.3130243745
470	0.3128480123
471	0.3127210729
472	0.3125642731
473	0.3123993471
474	0.312273199
475	0.3121750123
476	0.3120025856
477	0.311838413
478	0.3116691192
479	0.3115619316
480	0.3113667254
481	0.3112360125
482	0.3110962225
483	0.3109403055
484	0.3107501056
485	0.3106491841
486	0.3104880445
487	0.3103845448
488	0.3102673115
489	0.3101317504
490	0.3099793288
491	0.3098626928
492	0.3097323373
493	0.3095650639
494	0.3094181395
495	0.309291241
496	0.3091608314
497	0.3090775871
498	0.3089013434
499	0.3087598116
